kode_negara,tahun,produksi
VNM,Tahun 2012,17492.448
VNM,Tahun 2013,17491.43
VNM,Tahun 2014,18211.163
VNM,Tahun 2015,19753.446
ZMB,Tahun 1971,0
ZMB,Tahun 1972,0
ZMB,Tahun 1973,0
ZMB,Tahun 1974,0
ZMB,Tahun 1975,0
ZMB,Tahun 1976,0
ZMB,Tahun 1977,0
ZMB,Tahun 1978,0
ZMB,Tahun 1979,0
ZMB,Tahun 1980,0
ZMB,Tahun 1981,0
ZMB,Tahun 1982,0
ZMB,Tahun 1983,0
ZMB,Tahun 1984,0
ZMB,Tahun 1985,0
ZMB,Tahun 1986,0
ZMB,Tahun 1987,0
ZMB,Tahun 1988,0
ZMB,Tahun 1989,0
ZMB,Tahun 1990,0
ZMB,Tahun 1991,0
ZMB,Tahun 1992,0
ZMB,Tahun 1993,0
ZMB,Tahun 1994,0
ZMB,Tahun 1995,0
ZMB,Tahun 1996,0
ZMB,Tahun 1997,0
ZMB,Tahun 1998,0
ZMB,Tahun 1999,0
ZMB,Tahun 2000,0
ZMB,Tahun 2001,0
ZMB,Tahun 2002,0
ZMB,Tahun 2003,0
ZMB,Tahun 2004,0
ZMB,Tahun 2005,0
ZMB,Tahun 2006,0
ZMB,Tahun 2007,0
ZMB,Tahun 2008,0
ZMB,Tahun 2009,0
ZMB,Tahun 2010,0
ZMB,Tahun 2011,0
ZMB,Tahun 2012,0
ZMB,Tahun 2013,0
ZMB,Tahun 2014,0
ZMB,Tahun 2015,0
WLD,Tahun 1971,2462696.22
WLD,Tahun 1972,2602885.919
WLD,Tahun 1973,2838038.887
WLD,Tahun 1974,2841181.377
WLD,Tahun 1975,2702814.239
WLD,Tahun 1976,2929714.183
WLD,Tahun 1977,3030375.12
WLD,Tahun 1978,3064859.313
WLD,Tahun 1979,3178715.946
WLD,Tahun 1980,3038064.545
WLD,Tahun 1981,2850815.423
WLD,Tahun 1982,2717342.046
WLD,Tahun 1983,2686688.078
WLD,Tahun 1984,2761784.424
WLD,Tahun 1985,2711026.243
WLD,Tahun 1986,2819067.183
WLD,Tahun 1987,2840032.867
WLD,Tahun 1988,2971077.972
WLD,Tahun 1989,3001764.258
WLD,Tahun 1990,3044726.371
WLD,Tahun 1991,3046804.161
WLD,Tahun 1992,3068729.95
WLD,Tahun 1993,3082842.305
WLD,Tahun 1994,3106671.412
WLD,Tahun 1995,3152878.353
WLD,Tahun 1996,3231363.688
WLD,Tahun 1997,3327734.064
WLD,Tahun 1998,3378817.679
WLD,Tahun 1999,3293997.462
WLD,Tahun 2000,3410962.493
WLD,Tahun 2001,3403921.382
WLD,Tahun 2002,3368577.38
WLD,Tahun 2003,3506677.567
WLD,Tahun 2004,3661983.062
WLD,Tahun 2005,3720758.576
WLD,Tahun 2006,3737453.157
WLD,Tahun 2007,3695543.9
WLD,Tahun 2008,3721055.537
WLD,Tahun 2009,3627713.467
WLD,Tahun 2010,3675922.165
WLD,Tahun 2011,3705616.073
WLD,Tahun 2012,3776069.863
WLD,Tahun 2013,3783720.733
WLD,Tahun 2014,3850141.31
WLD,Tahun 2015,3965613.301
SRB,Tahun 1990,1085.317
SRB,Tahun 1991,1123.094
SRB,Tahun 1992,1189.459
SRB,Tahun 1993,1172.102
SRB,Tahun 1994,1051.624
SRB,Tahun 1995,1089.401
SRB,Tahun 1996,1044.477
SRB,Tahun 1997,1004.659
SRB,Tahun 1998,938.294
SRB,Tahun 1999,985.26
SRB,Tahun 2000,998.533
SRB,Tahun 2001,917.874
SRB,Tahun 2002,829.048
SRB,Tahun 2003,789.229
SRB,Tahun 2004,665.688
SRB,Tahun 2005,662.625
SRB,Tahun 2006,659.562
SRB,Tahun 2007,654.458
SRB,Tahun 2008,652.416
SRB,Tahun 2009,677.664
SRB,Tahun 2010,914.111
SRB,Tahun 2011,1076.667
SRB,Tahun 2012,1187.5
SRB,Tahun 2013,1224.444
SRB,Tahun 2014,1169.556
SRB,Tahun 2015,1105.167
MNE,Tahun 2005,0
MNE,Tahun 2006,0
MNE,Tahun 2007,0
MNE,Tahun 2008,0
MNE,Tahun 2009,0
MNE,Tahun 2010,0
MNE,Tahun 2011,0
MNE,Tahun 2012,0
MNE,Tahun 2013,0
MNE,Tahun 2014,0
MNE,Tahun 2015,0
EU28,Tahun 1990,127295.984
EU28,Tahun 1991,125081.11
EU28,Tahun 1992,127390.678
EU28,Tahun 1993,132325.339
EU28,Tahun 1994,159764.178
EU28,Tahun 1995,162255.297
EU28,Tahun 1996,162216.937
EU28,Tahun 1997,160717.112
EU28,Tahun 1998,164433.274
EU28,Tahun 1999,169563.351
EU28,Tahun 2000,162007.288
EU28,Tahun 2001,150957.763
EU28,Tahun 2002,153510.563
EU28,Tahun 2003,143553.15
EU28,Tahun 2004,133002.634
EU28,Tahun 2005,120708.831
EU28,Tahun 2006,109940.124
EU28,Tahun 2007,109131.352
EU28,Tahun 2008,101510.696
EU28,Tahun 2009,95827.784
EU28,Tahun 2010,89724.309
EU28,Tahun 2011,78706.131
EU28,Tahun 2012,70827.718
EU28,Tahun 2013,66509.368
EU28,Tahun 2014,65233.986
EU28,Tahun 2015,69828.084
G20,Tahun 1971,955412.805
G20,Tahun 1972,1046502.817
G20,Tahun 1973,1148444.84
G20,Tahun 1974,1185963.512
G20,Tahun 1975,1105435.958
G20,Tahun 1976,1190877.476
G20,Tahun 1977,1254769.077
G20,Tahun 1978,1257248.829
G20,Tahun 1979,1330309.617
G20,Tahun 1980,1377471.4
G20,Tahun 1981,1381937.904
G20,Tahun 1982,1231560.242
G20,Tahun 1983,1170131.657
G20,Tahun 1984,1198960.742
G20,Tahun 1985,1146465.339
G20,Tahun 1986,1215209.169
G20,Tahun 1987,1169199.464
G20,Tahun 1988,1207747.554
G20,Tahun 1989,1181055.955
G20,Tahun 1990,1885817.361
G20,Tahun 1991,1939153.691
G20,Tahun 1992,1863088.158
G20,Tahun 1993,1808860.256
G20,Tahun 1994,1793209.727
G20,Tahun 1995,1790438.669
G20,Tahun 1996,1807809.041
G20,Tahun 1997,1822856.088
G20,Tahun 1998,1835208.253
G20,Tahun 1999,1772159.59
G20,Tahun 2000,1828488.378
G20,Tahun 2001,1834449.4
G20,Tahun 2002,1843546.285
G20,Tahun 2003,1953974.885
G20,Tahun 2004,1994360.457
G20,Tahun 2005,2015679.435
G20,Tahun 2006,2003449.635
G20,Tahun 2007,1976453.181
G20,Tahun 2008,1976234.267
G20,Tahun 2009,1941720.44
G20,Tahun 2010,1969074.028
G20,Tahun 2011,2036526.383
G20,Tahun 2012,2115157.405
G20,Tahun 2013,2154497.066
G20,Tahun 2014,2247644.128
G20,Tahun 2015,2334084.323
OECD,Tahun 1971,616968.576
OECD,Tahun 1972,628743.438
OECD,Tahun 1973,631304.752
OECD,Tahun 1974,609046.361
OECD,Tahun 1975,601024.065
OECD,Tahun 1976,597099.708
OECD,Tahun 1977,638232.081
OECD,Tahun 1978,691155.507
OECD,Tahun 1979,730866.386
OECD,Tahun 1980,754210.014
OECD,Tahun 1981,774076.761
OECD,Tahun 1982,816061.605
OECD,Tahun 1983,835203.903
OECD,Tahun 1984,876050.165
OECD,Tahun 1985,886706.161
OECD,Tahun 1986,865793.688
OECD,Tahun 1987,866693.865
OECD,Tahun 1988,858525.35
OECD,Tahun 1989,817578.305
OECD,Tahun 1990,817491.823
OECD,Tahun 1991,840475.041
OECD,Tahun 1992,843138.981
OECD,Tahun 1993,842104.791
OECD,Tahun 1994,872416.96
OECD,Tahun 1995,882447.618
OECD,Tahun 1996,900979.59
OECD,Tahun 1997,914819.281
OECD,Tahun 1998,903333.466
OECD,Tahun 1999,875544.676
OECD,Tahun 2000,893897.287
OECD,Tahun 2001,884547.365
OECD,Tahun 2002,890498.255
OECD,Tahun 2003,889221.877
OECD,Tahun 2004,856453.46
OECD,Tahun 2005,826250.902
OECD,Tahun 2006,796160.508
OECD,Tahun 2007,776769.441
OECD,Tahun 2008,743484.948
OECD,Tahun 2009,743144.063
OECD,Tahun 2010,731019.426
OECD,Tahun 2011,730319.326
OECD,Tahun 2012,770817.702
OECD,Tahun 2013,817726.026
OECD,Tahun 2014,890704.14
OECD,Tahun 2015,929159.942
AGO,Tahun 1971,5841.11
AGO,Tahun 1972,7205.159
AGO,Tahun 1973,8325.19
AGO,Tahun 1974,8720.314
AGO,Tahun 1975,7954.569
AGO,Tahun 1976,7722.803
AGO,Tahun 1977,7210.264
AGO,Tahun 1978,6604.814
AGO,Tahun 1979,7351.161
AGO,Tahun 1980,7583.948
AGO,Tahun 1981,6515.987
AGO,Tahun 1982,6546.617
AGO,Tahun 1983,8984.752
AGO,Tahun 1984,10289.583
AGO,Tahun 1985,11669.968
AGO,Tahun 1986,14185.698
AGO,Tahun 1987,18076.709
AGO,Tahun 1988,22737.549
AGO,Tahun 1989,22765.116
AGO,Tahun 1990,23826.95
AGO,Tahun 1991,24992.926
AGO,Tahun 1992,27691.414
AGO,Tahun 1993,25370.694
AGO,Tahun 1994,27685.288
AGO,Tahun 1995,31008.626
AGO,Tahun 1996,34252.325
AGO,Tahun 1997,35886.938
AGO,Tahun 1998,37145.824
AGO,Tahun 1999,37626.712
AGO,Tahun 2000,37598.124
AGO,Tahun 2001,37234.65
AGO,Tahun 2002,44969.705
AGO,Tahun 2003,44651.155
AGO,Tahun 2004,50481.034
AGO,Tahun 2005,63622.255
AGO,Tahun 2006,71973.99
AGO,Tahun 2007,86690.606
AGO,Tahun 2008,97302.823
AGO,Tahun 2009,92346.915
AGO,Tahun 2010,89725.001
AGO,Tahun 2011,82598.459
AGO,Tahun 2012,87226.628
AGO,Tahun 2013,87578.871
AGO,Tahun 2014,85338.809
AGO,Tahun 2015,90630.624
BHR,Tahun 1971,9909.216
BHR,Tahun 1972,9130.963
BHR,Tahun 1973,9491.02
BHR,Tahun 1974,9805.177
BHR,Tahun 1975,8220.111
BHR,Tahun 1976,8455.729
BHR,Tahun 1977,9964.296
BHR,Tahun 1978,9534.88
BHR,Tahun 1979,9684.818
BHR,Tahun 1980,9327.821
BHR,Tahun 1981,10070.375
BHR,Tahun 1982,7522.437
BHR,Tahun 1983,6672.784
BHR,Tahun 1984,7827.414
BHR,Tahun 1985,7137.9
BHR,Tahun 1986,9223.782
BHR,Tahun 1987,9533.86
BHR,Tahun 1988,9597.099
BHR,Tahun 1989,9584.859
BHR,Tahun 1990,9553.239
BHR,Tahun 1991,9555.279
BHR,Tahun 1992,9520.6
BHR,Tahun 1993,9485.92
BHR,Tahun 1994,9168.703
BHR,Tahun 1995,9237.042
BHR,Tahun 1996,9312.521
BHR,Tahun 1997,9500.2
BHR,Tahun 1998,9596.079
BHR,Tahun 1999,9279.882
BHR,Tahun 2000,9517.54
BHR,Tahun 2001,9277.842
BHR,Tahun 2002,9399.221
BHR,Tahun 2003,9596.079
BHR,Tahun 2004,9557.319
BHR,Tahun 2005,9488.98
BHR,Tahun 2006,9322.721
BHR,Tahun 2007,9372.701
BHR,Tahun 2008,9317.621
BHR,Tahun 2009,9267.642
BHR,Tahun 2010,9249.282
BHR,Tahun 2011,9677.678
BHR,Tahun 2012,8820.886
BHR,Tahun 2013,10049.975
BHR,Tahun 2014,10294.773
BHR,Tahun 2015,10294.773
BEN,Tahun 1971,0
BEN,Tahun 1972,0
BEN,Tahun 1973,0
BEN,Tahun 1974,0
BEN,Tahun 1975,0
BEN,Tahun 1976,0
BEN,Tahun 1977,0
BEN,Tahun 1978,0
BEN,Tahun 1979,0
BEN,Tahun 1980,0
BEN,Tahun 1981,218.656
BEN,Tahun 1982,232.894
BEN,Tahun 1983,23.391
BEN,Tahun 1984,5.085
BEN,Tahun 1985,330.527
BEN,Tahun 1986,371.207
BEN,Tahun 1987,317.306
BEN,Tahun 1988,242.047
BEN,Tahun 1989,194.248
BEN,Tahun 1990,209.503
BEN,Tahun 1991,200.35
BEN,Tahun 1992,138.313
BEN,Tahun 1993,156.619
BEN,Tahun 1994,131.194
BEN,Tahun 1995,96.616
BEN,Tahun 1996,81.36
BEN,Tahun 1997,67.122
BEN,Tahun 1998,51.867
BEN,Tahun 1999,0
BEN,Tahun 2000,0
BEN,Tahun 2001,0
BEN,Tahun 2002,0
BEN,Tahun 2003,0
BEN,Tahun 2004,0
BEN,Tahun 2005,0
BEN,Tahun 2006,0
BEN,Tahun 2007,0
BEN,Tahun 2008,0
BEN,Tahun 2009,0
BEN,Tahun 2010,0
BEN,Tahun 2011,0
BEN,Tahun 2012,0
BEN,Tahun 2013,0
BEN,Tahun 2014,0
BEN,Tahun 2015,0
BOL,Tahun 1971,1959.238
BOL,Tahun 1972,2369.094
BOL,Tahun 1973,2560.568
BOL,Tahun 1974,2464.313
BOL,Tahun 1975,2185.901
BOL,Tahun 1976,2203.496
BOL,Tahun 1977,1881.613
BOL,Tahun 1978,1757.415
BOL,Tahun 1979,1509.017
BOL,Tahun 1980,1336.173
BOL,Tahun 1981,1173.68
BOL,Tahun 1982,1211.974
BOL,Tahun 1983,1226.464
BOL,Tahun 1984,1142.63
BOL,Tahun 1985,1088.81
BOL,Tahun 1986,965.647
BOL,Tahun 1987,1028.781
BOL,Tahun 1988,1050.516
BOL,Tahun 1989,1098.125
BOL,Tahun 1990,1139.525
BOL,Tahun 1991,1214.044
BOL,Tahun 1992,1165.4
BOL,Tahun 1993,1234.744
BOL,Tahun 1994,1429.322
BOL,Tahun 1995,1576.291
BOL,Tahun 1996,1757.415
BOL,Tahun 1997,1653.915
BOL,Tahun 1998,1916.803
BOL,Tahun 1999,1645.636
BOL,Tahun 2000,1592.851
BOL,Tahun 2001,1814.339
BOL,Tahun 2002,1840.214
BOL,Tahun 2003,2004.777
BOL,Tahun 2004,2354.604
BOL,Tahun 2005,2571.952
BOL,Tahun 2006,2472.593
BOL,Tahun 2007,2496.398
BOL,Tahun 2008,2379.444
BOL,Tahun 2009,2065.842
BOL,Tahun 2010,2170.376
BOL,Tahun 2011,2253.175
BOL,Tahun 2012,2622.667
BOL,Tahun 2013,3007.684
BOL,Tahun 2014,3204.332
BOL,Tahun 2015,3153.617
BWA,Tahun 1981,0
BWA,Tahun 1982,0
BWA,Tahun 1983,0
BWA,Tahun 1984,0
BWA,Tahun 1985,0
BWA,Tahun 1986,0
BWA,Tahun 1987,0
BWA,Tahun 1988,0
BWA,Tahun 1989,0
BWA,Tahun 1990,0
BWA,Tahun 1991,0
BWA,Tahun 1992,0
BWA,Tahun 1993,0
BWA,Tahun 1994,0
BWA,Tahun 1995,0
BWA,Tahun 1996,0
BWA,Tahun 1997,0
BWA,Tahun 1998,0
BWA,Tahun 1999,0
BWA,Tahun 2000,0
BWA,Tahun 2001,0
BWA,Tahun 2002,0
BWA,Tahun 2003,0
BWA,Tahun 2004,0
BWA,Tahun 2005,0
BWA,Tahun 2006,0
BWA,Tahun 2007,0
BWA,Tahun 2008,0
BWA,Tahun 2009,0
BWA,Tahun 2010,0
BWA,Tahun 2011,0
BWA,Tahun 2012,0
BWA,Tahun 2013,0
BWA,Tahun 2014,0
BWA,Tahun 2015,0
CMR,Tahun 1971,0
CMR,Tahun 1972,0
CMR,Tahun 1973,0
CMR,Tahun 1974,0
CMR,Tahun 1975,0
CMR,Tahun 1976,0
CMR,Tahun 1977,38.532
CMR,Tahun 1978,512.068
CMR,Tahun 1979,2032.049
CMR,Tahun 1980,3620.981
CMR,Tahun 1981,4865.155
CMR,Tahun 1982,5746.317
CMR,Tahun 1983,5988.663
CMR,Tahun 1984,8926.21
CMR,Tahun 1985,8918.098
CMR,Tahun 1986,8772.083
CMR,Tahun 1987,8837.992
CMR,Tahun 1988,8176.867
CMR,Tahun 1989,7634.379
CMR,Tahun 1990,6926.609
CMR,Tahun 1991,6572.724
CMR,Tahun 1992,6572.724
CMR,Tahun 1993,6065.726
CMR,Tahun 1994,5966.355
CMR,Tahun 1995,5189.633
CMR,Tahun 1996,5527.294
CMR,Tahun 1997,6016.04
CMR,Tahun 1998,6229.994
CMR,Tahun 1999,5827.437
CMR,Tahun 2000,5863.941
CMR,Tahun 2001,5302.187
CMR,Tahun 2002,5538.448
CMR,Tahun 2003,5255.543
CMR,Tahun 2004,5008.128
CMR,Tahun 2005,4594.418
CMR,Tahun 2006,4682.635
CMR,Tahun 2007,4437.248
CMR,Tahun 2008,4362.212
CMR,Tahun 2009,3809.584
CMR,Tahun 2010,3350.244
CMR,Tahun 2011,3038.947
CMR,Tahun 2012,3146.431
CMR,Tahun 2013,3414.126
CMR,Tahun 2014,3867.382
CMR,Tahun 2015,3867.382
COG,Tahun 1971,15.375
COG,Tahun 1972,344.402
COG,Tahun 1973,2105.365
COG,Tahun 1974,2516.393
COG,Tahun 1975,1866.538
COG,Tahun 1976,2152.515
COG,Tahun 1977,1886.013
COG,Tahun 1978,2511.268
COG,Tahun 1979,2853.62
COG,Tahun 1980,3432.749
COG,Tahun 1981,4203.554
COG,Tahun 1982,4728.358
COG,Tahun 1983,5448.938
COG,Tahun 1984,6109.043
COG,Tahun 1985,5970.667
COG,Tahun 1986,6099.818
COG,Tahun 1987,6474.97
COG,Tahun 1988,7214
COG,Tahun 1989,8168.282
COG,Tahun 1990,8229.783
COG,Tahun 1991,8255.408
COG,Tahun 1992,8854.012
COG,Tahun 1993,9776.518
COG,Tahun 1994,9257.865
COG,Tahun 1995,9498.741
COG,Tahun 1996,10618.049
COG,Tahun 1997,11875.733
COG,Tahun 1998,12549.163
COG,Tahun 1999,13500.369
COG,Tahun 2000,13550.595
COG,Tahun 2001,12410.787
COG,Tahun 2002,11965.934
COG,Tahun 2003,10972.702
COG,Tahun 2004,11489.305
COG,Tahun 2005,12574.788
COG,Tahun 2006,14246.575
COG,Tahun 2007,11658.431
COG,Tahun 2008,12393.362
COG,Tahun 2009,14174.824
COG,Tahun 2010,16182.813
COG,Tahun 2011,15369.982
COG,Tahun 2012,14137.924
COG,Tahun 2013,12456.912
COG,Tahun 2014,13129.317
COG,Tahun 2015,13181.592
CRI,Tahun 1971,0
CRI,Tahun 1972,0
CRI,Tahun 1973,0
CRI,Tahun 1974,0
CRI,Tahun 1975,0
CRI,Tahun 1976,0
CRI,Tahun 1977,0
CRI,Tahun 1978,0
CRI,Tahun 1979,0
CRI,Tahun 1980,0
CRI,Tahun 1981,0
CRI,Tahun 1982,0
CRI,Tahun 1983,0
CRI,Tahun 1984,0
CRI,Tahun 1985,0
CRI,Tahun 1986,0
CRI,Tahun 1987,0
CRI,Tahun 1988,0
CRI,Tahun 1989,0
CRI,Tahun 1990,0
CRI,Tahun 1991,0
CRI,Tahun 1992,0
CRI,Tahun 1993,0
CRI,Tahun 1994,0
CRI,Tahun 1995,0
CRI,Tahun 1996,0
CRI,Tahun 1997,0
CRI,Tahun 1998,0
CRI,Tahun 1999,0
CRI,Tahun 2000,0
CRI,Tahun 2001,0
CRI,Tahun 2002,0
CRI,Tahun 2003,0
CRI,Tahun 2004,0
CRI,Tahun 2005,0
CRI,Tahun 2006,0
CRI,Tahun 2007,0
CRI,Tahun 2008,0
CRI,Tahun 2009,0
CRI,Tahun 2010,0
CRI,Tahun 2011,0
CRI,Tahun 2012,0
CRI,Tahun 2013,0
CRI,Tahun 2014,0
CRI,Tahun 2015,0
CIV,Tahun 1971,0
CIV,Tahun 1972,0
CIV,Tahun 1973,0
CIV,Tahun 1974,0
CIV,Tahun 1975,0
CIV,Tahun 1976,0
CIV,Tahun 1977,0
CIV,Tahun 1978,0
CIV,Tahun 1979,0
CIV,Tahun 1980,75.333
CIV,Tahun 1981,390.915
CIV,Tahun 1982,761.471
CIV,Tahun 1983,1039.387
CIV,Tahun 1984,1021.063
CIV,Tahun 1985,1026.153
CIV,Tahun 1986,962.018
CIV,Tahun 1987,807.281
CIV,Tahun 1988,532.419
CIV,Tahun 1989,105.873
CIV,Tahun 1990,92.639
CIV,Tahun 1991,61.081
CIV,Tahun 1992,298.277
CIV,Tahun 1993,329.835
CIV,Tahun 1994,341.033
CIV,Tahun 1995,351.213
CIV,Tahun 1996,811.353
CIV,Tahun 1997,735.002
CIV,Tahun 1998,530.383
CIV,Tahun 1999,494.752
CIV,Tahun 2000,370.555
CIV,Tahun 2001,307.439
CIV,Tahun 2002,762.489
CIV,Tahun 2003,1073.999
CIV,Tahun 2004,1325.448
CIV,Tahun 2005,2080.81
CIV,Tahun 2006,3191.458
CIV,Tahun 2007,2461.546
CIV,Tahun 2008,2323.096
CIV,Tahun 2009,2318.006
CIV,Tahun 2010,2007.514
CIV,Tahun 2011,1708.219
CIV,Tahun 2012,1485.275
CIV,Tahun 2013,1276.583
CIV,Tahun 2014,965.073
CIV,Tahun 2015,1000.703
CUB,Tahun 1971,118.424
CUB,Tahun 1972,110.529
CUB,Tahun 1973,136.187
CUB,Tahun 1974,165.793
CUB,Tahun 1975,223.031
CUB,Tahun 1976,231.913
CUB,Tahun 1977,252.637
CUB,Tahun 1978,284.217
CUB,Tahun 1979,284.217
CUB,Tahun 1980,270.401
CUB,Tahun 1981,255.598
CUB,Tahun 1982,533.893
CUB,Tahun 1983,732.253
CUB,Tahun 1984,759.885
CUB,Tahun 1985,856.597
CUB,Tahun 1986,925.678
CUB,Tahun 1987,883.243
CUB,Tahun 1988,707.581
CUB,Tahun 1989,708.568
CUB,Tahun 1990,662.185
CUB,Tahun 1991,520.077
CUB,Tahun 1992,870.414
CUB,Tahun 1993,1093.445
CUB,Tahun 1994,1281.936
CUB,Tahun 1995,1451.676
CUB,Tahun 1996,1500.36
CUB,Tahun 1997,1486.129
CUB,Tahun 1998,1705.694
CUB,Tahun 1999,2171.253
CUB,Tahun 2000,2739.479
CUB,Tahun 2001,2933.631
CUB,Tahun 2002,3687.877
CUB,Tahun 2003,3740.736
CUB,Tahun 2004,3306.688
CUB,Tahun 2005,2983.44
CUB,Tahun 2006,2947.862
CUB,Tahun 2007,2952.945
CUB,Tahun 2008,3052.562
CUB,Tahun 2009,2776.073
CUB,Tahun 2010,3074.925
CUB,Tahun 2011,3061.711
CUB,Tahun 2012,3048.496
CUB,Tahun 2013,2944.813
CUB,Tahun 2014,3135.916
CUB,Tahun 2015,3135.916
PRK,Tahun 1971,0
PRK,Tahun 1972,0
PRK,Tahun 1973,0
PRK,Tahun 1974,0
PRK,Tahun 1975,0
PRK,Tahun 1976,0
PRK,Tahun 1977,0
PRK,Tahun 1978,0
PRK,Tahun 1979,0
PRK,Tahun 1980,0
PRK,Tahun 1981,0
PRK,Tahun 1982,0
PRK,Tahun 1983,0
PRK,Tahun 1984,0
PRK,Tahun 1985,0
PRK,Tahun 1986,0
PRK,Tahun 1987,0
PRK,Tahun 1988,0
PRK,Tahun 1989,0
PRK,Tahun 1990,0
PRK,Tahun 1991,0
PRK,Tahun 1992,0
PRK,Tahun 1993,0
PRK,Tahun 1994,0
PRK,Tahun 1995,0
PRK,Tahun 1996,0
PRK,Tahun 1997,0
PRK,Tahun 1998,0
PRK,Tahun 1999,0
PRK,Tahun 2000,0
PRK,Tahun 2001,0
PRK,Tahun 2002,0
PRK,Tahun 2003,0
PRK,Tahun 2004,0
PRK,Tahun 2005,0
PRK,Tahun 2006,0
PRK,Tahun 2007,0
PRK,Tahun 2008,0
PRK,Tahun 2009,0
PRK,Tahun 2010,0
PRK,Tahun 2011,0
PRK,Tahun 2012,0
PRK,Tahun 2013,0
PRK,Tahun 2014,0
PRK,Tahun 2015,0
COD,Tahun 1971,0
COD,Tahun 1972,0
COD,Tahun 1973,0
COD,Tahun 1974,0
COD,Tahun 1975,3.021
COD,Tahun 1976,1244.65
COD,Tahun 1977,1135.894
COD,Tahun 1978,908.312
COD,Tahun 1979,1047.278
COD,Tahun 1980,914.354
COD,Tahun 1981,1055.334
COD,Tahun 1982,1154.02
COD,Tahun 1983,1270.832
COD,Tahun 1984,1609.183
COD,Tahun 1985,1681.687
COD,Tahun 1986,1631.337
COD,Tahun 1987,1566.889
COD,Tahun 1988,1475.252
COD,Tahun 1989,1345.35
COD,Tahun 1990,1461.154
COD,Tahun 1991,1369.518
COD,Tahun 1992,1196.314
COD,Tahun 1993,1141.936
COD,Tahun 1994,1234.58
COD,Tahun 1995,1387.643
COD,Tahun 1996,1473.238
COD,Tahun 1997,1390.664
COD,Tahun 1998,1299.028
COD,Tahun 1999,1299.028
COD,Tahun 2000,1177.181
COD,Tahun 2001,1247.671
COD,Tahun 2002,1172.146
COD,Tahun 2003,1295
COD,Tahun 2004,1407.783
COD,Tahun 2005,1277.881
COD,Tahun 2006,1252.706
COD,Tahun 2007,1226.524
COD,Tahun 2008,1163.083
COD,Tahun 2009,1115.754
COD,Tahun 2010,1115.754
COD,Tahun 2011,1213.433
COD,Tahun 2012,1205.377
COD,Tahun 2013,1136.901
COD,Tahun 2014,1068.425
COD,Tahun 2015,1022.103
DOM,Tahun 1971,0
DOM,Tahun 1972,0
DOM,Tahun 1973,0
DOM,Tahun 1974,0
DOM,Tahun 1975,0
DOM,Tahun 1976,0
DOM,Tahun 1977,0
DOM,Tahun 1978,0
DOM,Tahun 1979,0
DOM,Tahun 1980,0
DOM,Tahun 1981,0
DOM,Tahun 1982,0
DOM,Tahun 1983,0
DOM,Tahun 1984,0
DOM,Tahun 1985,0
DOM,Tahun 1986,0
DOM,Tahun 1987,0
DOM,Tahun 1988,0
DOM,Tahun 1989,0
DOM,Tahun 1990,0
DOM,Tahun 1991,0
DOM,Tahun 1992,0
DOM,Tahun 1993,0
DOM,Tahun 1994,0
DOM,Tahun 1995,0
DOM,Tahun 1996,0
DOM,Tahun 1997,0
DOM,Tahun 1998,0
DOM,Tahun 1999,0
DOM,Tahun 2000,0
DOM,Tahun 2001,0
DOM,Tahun 2002,0
DOM,Tahun 2003,0
DOM,Tahun 2004,0
DOM,Tahun 2005,0
DOM,Tahun 2006,0
DOM,Tahun 2007,0
DOM,Tahun 2008,0
DOM,Tahun 2009,0
DOM,Tahun 2010,0
DOM,Tahun 2011,0
DOM,Tahun 2012,0
DOM,Tahun 2013,0
DOM,Tahun 2014,0
DOM,Tahun 2015,0
ECU,Tahun 1971,181.544
ECU,Tahun 1972,4073.073
ECU,Tahun 1973,10765.853
ECU,Tahun 1974,9062.992
ECU,Tahun 1975,8258.723
ECU,Tahun 1976,9660.363
ECU,Tahun 1977,9600.524
ECU,Tahun 1978,10493.03
ECU,Tahun 1979,10833.805
ECU,Tahun 1980,10652.032
ECU,Tahun 1981,10958.259
ECU,Tahun 1982,10705.774
ECU,Tahun 1983,12320.056
ECU,Tahun 1984,13369.542
ECU,Tahun 1985,14424.098
ECU,Tahun 1986,14849.977
ECU,Tahun 1987,8913.028
ECU,Tahun 1988,15366.101
ECU,Tahun 1989,14368
ECU,Tahun 1990,14916
ECU,Tahun 1991,15656
ECU,Tahun 1992,16756
ECU,Tahun 1993,17928
ECU,Tahun 1994,19750
ECU,Tahun 1995,20460
ECU,Tahun 1996,20082
ECU,Tahun 1997,20304
ECU,Tahun 1998,19627
ECU,Tahun 1999,19591
ECU,Tahun 2000,20827
ECU,Tahun 2001,21197
ECU,Tahun 2002,20466
ECU,Tahun 2003,21908
ECU,Tahun 2004,26032
ECU,Tahun 2005,25874
ECU,Tahun 2006,26389
ECU,Tahun 2007,25339
ECU,Tahun 2008,25203
ECU,Tahun 2009,24356
ECU,Tahun 2010,24354
ECU,Tahun 2011,25066
ECU,Tahun 2012,25432
ECU,Tahun 2013,26554
ECU,Tahun 2014,27902
ECU,Tahun 2015,27396
SLV,Tahun 1971,0
SLV,Tahun 1972,0
SLV,Tahun 1973,0
SLV,Tahun 1974,0
SLV,Tahun 1975,0
SLV,Tahun 1976,0
SLV,Tahun 1977,0
SLV,Tahun 1978,0
SLV,Tahun 1979,0
SLV,Tahun 1980,0
SLV,Tahun 1981,0
SLV,Tahun 1982,0
SLV,Tahun 1983,0
SLV,Tahun 1984,0
